station	date	operateur	releve	herbe	sol_nu	roche	mousse	hauteur	ciel	rq_station	taxon	entendu	vu	fauche	stade	abondance	rq_ind	altitude	data_GPS	X_WGS84	Y_WGS84
27	18/08/2019	BRAUD Yoan	1024	90	5	2	3	20	ensoleille		Antaxius pedestris		1		adulte	2	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2005	18/08/2019	6.737975	44.22174
27	18/08/2019	BRAUD Yoan	1024	90	5	2	3	20	ensoleille		Ephippiger terrestris		1		adulte	 +	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2005	18/08/2019	6.737975	44.22174
27	18/08/2019	BRAUD Yoan	1025	90	5	3	2	11	ensoleille		Arcyptera fusca	1	1		adulte	3	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2006	18/08/2019	6.737965	44.221962
27	18/08/2019	BRAUD Yoan	1025	90	5	3	2	11	ensoleille		Chorthippus apricarius		1		adulte	 +	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2006	18/08/2019	6.737965	44.221962
66	11/09/2019	GUIMIER Hubert	1487	85	5	10	0	15	ensoleille	Photo n�4510 et 4509	Gomphocerus sibiricus	1	1		adulte	+++	Presence hors releve de Arcyptera fusca, Stenobothrus lineatus, Chorthippus saulcyi daimei	2580	11/09/2019	6.755925	44.26114
27	18/08/2019	BRAUD Yoan	1025	90	5	3	2	11	ensoleille		Chorthippus scalaris		1		adulte	 +	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2006	18/08/2019	6.737965	44.221962
27	18/08/2019	BRAUD Yoan	1025	90	5	3	2	11	ensoleille		Omocestus haemorrhoidalis		1		adulte	 +	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2006	18/08/2019	6.737965	44.221962
27	18/08/2019	BRAUD Yoan	1025	90	5	3	2	11	ensoleille		Stenobothrus lineatus		1		adulte	2	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2006	18/08/2019	6.737965	44.221962
27	18/08/2019	BRAUD Yoan	1025	90	5	3	2	11	ensoleille		Stenobothrus nigromaculatus		1		adulte	 ++	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2006	18/08/2019	6.737965	44.221962
27	18/08/2019	BRAUD Yoan	1025	90	5	3	2	11	ensoleille		Anonconotus ghiliani		1		adulte	3	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2006	18/08/2019	6.737965	44.221962
27	18/08/2019	BRAUD Yoan	1025	90	5	3	2	11	ensoleille		Ephippiger terrestris		1		adulte	3	Presence hors releve de Tettigonia cantans, Decticus verrucivorus et Psophus stridulus	2006	18/08/2019	6.737965	44.221962
37	18/08/2019	BRAUD Yoan	1016	100	0	0	0	25	ensoleille		Arcyptera fusca	1	1		adulte	3	Presence hors releve de Tettigonia cantans	1887	18/08/2019	6.740184	44.222591
37	18/08/2019	BRAUD Yoan	1016	100	0	0	0	25	ensoleille		Chorthippus biguttulus	1	1		adulte	 +	Presence hors releve de Tettigonia cantans	1887	18/08/2019	6.740184	44.222591
66	11/09/2019	GUIMIER Hubert	1486	90	5	5	0	10	ensoleille	Photo n�4510 et 4509	Gomphocerus sibiricus	1	1		adulte	+++	Presence hors releve de Arcyptera fusca, Stenobothrus lineatus, Chorthippus saulcyi daimei	2575	11/09/2019	6.755858	44.260973
37	18/08/2019	BRAUD Yoan	1016	100	0	0	0	25	ensoleille		Chorthippus scalaris	1	1		adulte	3	Presence hors releve de Tettigonia cantans	1887	18/08/2019	6.740184	44.222591
37	18/08/2019	BRAUD Yoan	1016	100	0	0	0	25	ensoleille		Euchorthippus declivus		1		adulte	 +++	Presence hors releve de Tettigonia cantans	1887	18/08/2019	6.740184	44.222591
37	18/08/2019	BRAUD Yoan	1016	100	0	0	0	25	ensoleille		Psophus stridulus		1		adulte	1	Presence hors releve de Tettigonia cantans	1887	18/08/2019	6.740184	44.222591
37	18/08/2019	BRAUD Yoan	1016	100	0	0	0	25	ensoleille		Stenobothrus lineatus		1		adulte	 +	Presence hors releve de Tettigonia cantans	1887	18/08/2019	6.740184	44.222591
37	18/08/2019	BRAUD Yoan	1016	100	0	0	0	25	ensoleille		Stenobothrus nigromaculatus		1		adulte	2	Presence hors releve de Tettigonia cantans	1887	18/08/2019	6.740184	44.222591
37	18/08/2019	BRAUD Yoan	1016	100	0	0	0	25	ensoleille		Anonconotus ghiliani		1		adulte	2	Presence hors releve de Tettigonia cantans	1887	18/08/2019	6.740184	44.222591
37	18/08/2019	BRAUD Yoan	1016	100	0	0	0	25	ensoleille		Ephippiger terrestris		1		adulte	2	Presence hors releve de Tettigonia cantans	1887	18/08/2019	6.740184	44.222591
37	18/08/2019	BRAUD Yoan	1017	85	5	5	5	4	ensoleille		Chorthippus biguttulus	1	1		adulte	 +++	Presence hors releve de Tettigonia cantans	1891	18/08/2019	6.740188	44.222814
37	18/08/2019	BRAUD Yoan	1017	85	5	5	5	4	ensoleille		Chorthippus scalaris		1		adulte	2	Presence hors releve de Tettigonia cantans	1891	18/08/2019	6.740188	44.222814
37	18/08/2019	BRAUD Yoan	1017	85	5	5	5	4	ensoleille		Euchorthippus declivus		1		adulte	3	Presence hors releve de Tettigonia cantans	1891	18/08/2019	6.740188	44.222814
37	18/08/2019	BRAUD Yoan	1017	85	5	5	5	4	ensoleille		Psophus stridulus		1		adulte	1	Presence hors releve de Tettigonia cantans	1891	18/08/2019	6.740188	44.222814
37	18/08/2019	BRAUD Yoan	1017	85	5	5	5	4	ensoleille		Stenobothrus lineatus	1	1		adulte	 +	Presence hors releve de Tettigonia cantans	1891	18/08/2019	6.740188	44.222814
37	18/08/2019	BRAUD Yoan	1017	85	5	5	5	4	ensoleille		Stenobothrus nigromaculatus		1		adulte	3	Presence hors releve de Tettigonia cantans	1891	18/08/2019	6.740188	44.222814
37	18/08/2019	BRAUD Yoan	1017	85	5	5	5	4	ensoleille		Anonconotus ghiliani		1		adulte	3	Presence hors releve de Tettigonia cantans	1891	18/08/2019	6.740188	44.222814
37	18/08/2019	BRAUD Yoan	1017	85	5	5	5	4	ensoleille		Acrididae sp		1		juvenile	 +	Presence hors releve de Tettigonia cantans	1891	18/08/2019	6.740188	44.222814
37	18/08/2019	BRAUD Yoan	1018	50	0	50	0	30	ensoleille		Calliptamus siciliae		1		adulte	 +	Presence hors releve de Tettigonia cantans	1898	18/08/2019	6.740042	44.223032
37	18/08/2019	BRAUD Yoan	1018	50	0	50	0	30	ensoleille		Chorthippus biguttulus	1	1		adulte	 +++	Presence hors releve de Tettigonia cantans	1898	18/08/2019	6.740042	44.223032
37	18/08/2019	BRAUD Yoan	1018	50	0	50	0	30	ensoleille		Euchorthippus declivus	1	1		adulte	 ++	Presence hors releve de Tettigonia cantans	1898	18/08/2019	6.740042	44.223032
37	18/08/2019	BRAUD Yoan	1018	50	0	50	0	30	ensoleille		Oedipoda germanica		1		adulte	2	Presence hors releve de Tettigonia cantans	1898	18/08/2019	6.740042	44.223032
37	18/08/2019	BRAUD Yoan	1018	50	0	50	0	30	ensoleille		Psophus stridulus		1		adulte	1	Presence hors releve de Tettigonia cantans	1898	18/08/2019	6.740042	44.223032
37	18/08/2019	BRAUD Yoan	1018	50	0	50	0	30	ensoleille		Stenobothrus nigromaculatus		1		adulte	4	Presence hors releve de Tettigonia cantans	1898	18/08/2019	6.740042	44.223032
37	18/08/2019	BRAUD Yoan	1018	50	0	50	0	30	ensoleille		Acrididae sp		1		juvenile	2	Presence hors releve de Tettigonia cantans	1898	18/08/2019	6.740042	44.223032
37	18/08/2019	BRAUD Yoan	1019	90	5	5	0	7	ensoleille		Arcyptera fusca		1		adulte	2	Presence hors releve de Tettigonia cantans	1905	18/08/2019	6.739968	44.222866
37	18/08/2019	BRAUD Yoan	1019	90	5	5	0	7	ensoleille		Chorthippus biguttulus	1	1		adulte	 +++	Presence hors releve de Tettigonia cantans	1905	18/08/2019	6.739968	44.222866
37	18/08/2019	BRAUD Yoan	1019	90	5	5	0	7	ensoleille		Chorthippus scalaris	1	1		adulte	 +	Presence hors releve de Tettigonia cantans	1905	18/08/2019	6.739968	44.222866
37	18/08/2019	BRAUD Yoan	1019	90	5	5	0	7	ensoleille		Euchorthippus declivus		1		adulte	 +	Presence hors releve de Tettigonia cantans	1905	18/08/2019	6.739968	44.222866
37	18/08/2019	BRAUD Yoan	1019	90	5	5	0	7	ensoleille		Oedipoda germanica		1		adulte	1	Presence hors releve de Tettigonia cantans	1905	18/08/2019	6.739968	44.222866
37	18/08/2019	BRAUD Yoan	1019	90	5	5	0	7	ensoleille		Stenobothrus lineatus	1	1		adulte	 +	Presence hors releve de Tettigonia cantans	1905	18/08/2019	6.739968	44.222866
37	18/08/2019	BRAUD Yoan	1019	90	5	5	0	7	ensoleille		Anonconotus ghiliani		1		adulte	1	Presence hors releve de Tettigonia cantans	1905	18/08/2019	6.739968	44.222866
37	18/08/2019	BRAUD Yoan	1019	90	5	5	0	7	ensoleille		Ephippiger terrestris		1		adulte	1	Presence hors releve de Tettigonia cantans	1905	18/08/2019	6.739968	44.222866
37	18/08/2019	BRAUD Yoan	1019	90	5	5	0	7	ensoleille		Acrididae sp		1		juvenile	 +	Presence hors releve de Tettigonia cantans	1905	18/08/2019	6.739968	44.222866
37	18/08/2019	BRAUD Yoan	1020	70	10	20	0	8	ensoleille		Chorthippus biguttulus	1	1		adulte	 ++	Presence hors releve de Tettigonia cantans	1906	18/08/2019	6.739938	44.22261
37	18/08/2019	BRAUD Yoan	1020	70	10	20	0	8	ensoleille		Chorthippus scalaris	1	1		adulte	 ++	Presence hors releve de Tettigonia cantans	1906	18/08/2019	6.739938	44.22261
37	18/08/2019	BRAUD Yoan	1020	70	10	20	0	8	ensoleille		Oedipoda germanica		1		adulte	1	Presence hors releve de Tettigonia cantans	1906	18/08/2019	6.739938	44.22261
37	18/08/2019	BRAUD Yoan	1020	70	10	20	0	8	ensoleille		Psophus stridulus		1		adulte	3	Presence hors releve de Tettigonia cantans	1906	18/08/2019	6.739938	44.22261
37	18/08/2019	BRAUD Yoan	1020	70	10	20	0	8	ensoleille		Stenobothrus lineatus	1	1		adulte	2	Presence hors releve de Tettigonia cantans	1906	18/08/2019	6.739938	44.22261
37	18/08/2019	BRAUD Yoan	1020	70	10	20	0	8	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	 +	Presence hors releve de Tettigonia cantans	1906	18/08/2019	6.739938	44.22261
37	18/08/2019	BRAUD Yoan	1020	70	10	20	0	8	ensoleille		Anonconotus ghiliani		1		adulte	3	Presence hors releve de Tettigonia cantans	1906	18/08/2019	6.739938	44.22261
37	18/08/2019	BRAUD Yoan	1020	70	10	20	0	8	ensoleille		Ephippiger terrestris		1		adulte	1	Presence hors releve de Tettigonia cantans	1906	18/08/2019	6.739938	44.22261
37	18/08/2019	BRAUD Yoan	1020	70	10	20	0	8	ensoleille		Platycleis albopunctata		1		adulte	1	Presence hors releve de Tettigonia cantans	1906	18/08/2019	6.739938	44.22261
47	18/08/2019	BRAUD Yoan	1011	90	0	10	0	10	ensoleille		Arcyptera fusca	1			adulte	1	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1832	18/08/2019	6.741728	44.222889
47	18/08/2019	BRAUD Yoan	1011	90	0	10	0	10	ensoleille		Chorthippus biguttulus	1	1		adulte	 +++	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1832	18/08/2019	6.741728	44.222889
47	18/08/2019	BRAUD Yoan	1011	90	0	10	0	10	ensoleille		Chorthippus scalaris	1	1		adulte	 +	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1832	18/08/2019	6.741728	44.222889
47	18/08/2019	BRAUD Yoan	1011	90	0	10	0	10	ensoleille		Euchorthippus declivus		1		adulte	 ++	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1832	18/08/2019	6.741728	44.222889
47	18/08/2019	BRAUD Yoan	1011	90	0	10	0	10	ensoleille		Stenobothrus lineatus		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1832	18/08/2019	6.741728	44.222889
47	18/08/2019	BRAUD Yoan	1011	90	0	10	0	10	ensoleille		Stenobothrus nigromaculatus		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1832	18/08/2019	6.741728	44.222889
47	18/08/2019	BRAUD Yoan	1011	90	0	10	0	10	ensoleille		Anonconotus ghiliani		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1832	18/08/2019	6.741728	44.222889
47	18/08/2019	BRAUD Yoan	1011	90	0	10	0	10	ensoleille		Ephippiger terrestris	1	1		melange (juveniles et adultes)	3	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1832	18/08/2019	6.741728	44.222889
47	18/08/2019	BRAUD Yoan	1011	90	0	10	0	10	ensoleille		Acrididae sp		1		juvenile	 +	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1832	18/08/2019	6.741728	44.222889
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Calliptamus siciliae		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Chorthippus biguttulus	1	1		adulte	 +++	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Chorthippus scalaris	1	1		adulte	4	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Oedipoda germanica		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Stenobothrus lineatus		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	 +	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Anonconotus ghiliani		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Ephippiger terrestris	1			adulte	1	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Platycleis albopunctata		1		adulte	1	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1012	85	5	10	0	3	ensoleille		Acrididae sp		1		juvenile	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1827	18/08/2019	6.741654	44.222749
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Arcyptera fusca		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Calliptamus siciliae		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Chorthippus biguttulus	1	1		adulte	 ++	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Chorthippus scalaris	1	1		adulte	 +	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Euchorthippus declivus		1		adulte	 +++	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Psophus stridulus		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Stenobothrus lineatus		1		adulte	4	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Stenobothrus nigromaculatus		1		adulte	1	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Anonconotus ghiliani		1		adulte	3	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1013	90	2	6	2	3	ensoleille		Ephippiger terrestris	1	1		adulte	1	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741421	44.222566
47	18/08/2019	BRAUD Yoan	1014	85	2	10	3	4	ensoleille		Arcyptera fusca	1	1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741468	44.222834
47	18/08/2019	BRAUD Yoan	1014	85	2	10	3	4	ensoleille		Calliptamus siciliae		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741468	44.222834
47	18/08/2019	BRAUD Yoan	1014	85	2	10	3	4	ensoleille		Chorthippus biguttulus	1	1		adulte	 +++	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741468	44.222834
47	18/08/2019	BRAUD Yoan	1014	85	2	10	3	4	ensoleille		Chorthippus scalaris	1	1		adulte	 +	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741468	44.222834
47	18/08/2019	BRAUD Yoan	1014	85	2	10	3	4	ensoleille		Euchorthippus declivus		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741468	44.222834
47	18/08/2019	BRAUD Yoan	1014	85	2	10	3	4	ensoleille		Stenobothrus lineatus		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741468	44.222834
47	18/08/2019	BRAUD Yoan	1014	85	2	10	3	4	ensoleille		Acrididae sp		1		juvenile	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1828	18/08/2019	6.741468	44.222834
47	18/08/2019	BRAUD Yoan	1015	90	2	5	3	50	ensoleille		Arcyptera fusca	1	1		adulte	1	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1811	18/08/2019	6.741683	44.222481
47	18/08/2019	BRAUD Yoan	1015	90	2	5	3	50	ensoleille		Chorthippus biguttulus	1	1		adulte	 ++	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1811	18/08/2019	6.741683	44.222481
26	11/09/2019	GUIMIER Hubert	1495	40	15	45	0	20	couvert	Photo n�4503	Gomphocerus sibiricus		1		adulte	1	Presence hors releve de Arcyptera fusca	2555	11/09/2019	6.757205	44.260401
47	18/08/2019	BRAUD Yoan	1015	90	2	5	3	50	ensoleille		Chorthippus scalaris		1		adulte	2	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1811	18/08/2019	6.741683	44.222481
47	18/08/2019	BRAUD Yoan	1015	90	2	5	3	50	ensoleille		Euchorthippus declivus		1		adulte	 ++	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1811	18/08/2019	6.741683	44.222481
47	18/08/2019	BRAUD Yoan	1015	90	2	5	3	50	ensoleille		Stenobothrus lineatus		1		adulte	 +	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1811	18/08/2019	6.741683	44.222481
47	18/08/2019	BRAUD Yoan	1015	90	2	5	3	50	ensoleille		Stenobothrus nigromaculatus	1			adulte	1	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1811	18/08/2019	6.741683	44.222481
47	18/08/2019	BRAUD Yoan	1015	90	2	5	3	50	ensoleille		Ephippiger terrestris	1	1		adulte	1	Presence hors releve de Tettigonia cantans et Antaxius pedestris	1811	18/08/2019	6.741683	44.222481
26	11/09/2019	GUIMIER Hubert	1492	85	5	10	0	20	intermediaire	Photo n�4503	Gomphocerus sibiricus	1	1		adulte	2	Presence hors releve de Arcyptera fusca	2545	11/09/2019	6.757094	44.260239
57	18/08/2019	BRAUD Yoan	1006	100	0	0	0	35	ensoleille		Chorthippus scalaris		1		adulte	1	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1726	18/08/2019	6.744559	44.22209
57	18/08/2019	BRAUD Yoan	1006	100	0	0	0	35	ensoleille		Euchorthippus declivus		1		adulte	 ++	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1726	18/08/2019	6.744559	44.22209
57	18/08/2019	BRAUD Yoan	1006	100	0	0	0	35	ensoleille		Omocestus viridulus	1	1		adulte	 +	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1726	18/08/2019	6.744559	44.22209
57	18/08/2019	BRAUD Yoan	1006	100	0	0	0	35	ensoleille		Ephippiger terrestris	1	1		adulte	1	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1726	18/08/2019	6.744559	44.22209
57	18/08/2019	BRAUD Yoan	1006	100	0	0	0	35	ensoleille		Roeseliana roeselii	1			adulte	1	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1726	18/08/2019	6.744559	44.22209
46	11/09/2019	GUIMIER Hubert	1498	95	4	1	0	25	ensoleille	Photo n�4499	Gomphocerus sibiricus		1		adulte	1	Presence hors releve de Ephippiger terretris	2379	11/09/2019	6.754649	44.257757
57	18/08/2019	BRAUD Yoan	1007	95	0	5	0	18	ensoleille		Chorthippus scalaris		1		adulte	4	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1736	18/08/2019	6.744332	44.222216
57	18/08/2019	BRAUD Yoan	1007	95	0	5	0	18	ensoleille		Euchorthippus declivus		1		melange (juveniles et adultes)	 +++	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1736	18/08/2019	6.744332	44.222216
57	18/08/2019	BRAUD Yoan	1007	95	0	5	0	18	ensoleille		Stenobothrus lineatus		1		adulte	3	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1736	18/08/2019	6.744332	44.222216
57	18/08/2019	BRAUD Yoan	1007	95	0	5	0	18	ensoleille		Ephippiger terrestris	1	1		melange (juveniles et adultes)	 +	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1736	18/08/2019	6.744332	44.222216
46	11/09/2019	GUIMIER Hubert	1497	80	5	15	0	10	ensoleille	Photo n�4499	Gomphocerus sibiricus		1		adulte	1	Presence hors releve de Ephippiger terretris	2383	11/09/2019	6.754307	44.257723
57	18/08/2019	BRAUD Yoan	1008	95	0	0	5	20	ensoleille		Chorthippus scalaris	1	1		adulte	2	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1740	18/08/2019	6.744732	44.222634
57	18/08/2019	BRAUD Yoan	1008	95	0	0	5	20	ensoleille		Euchorthippus declivus	1	1		adulte	 ++++	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1740	18/08/2019	6.744732	44.222634
57	18/08/2019	BRAUD Yoan	1008	95	0	0	5	20	ensoleille		Stenobothrus lineatus		1		adulte	 +	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1740	18/08/2019	6.744732	44.222634
57	18/08/2019	BRAUD Yoan	1008	95	0	0	5	20	ensoleille		Ephippiger terrestris	1	1		adulte	3	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1740	18/08/2019	6.744732	44.222634
57	18/08/2019	BRAUD Yoan	1009	100	0	0	0	30	ensoleille		Chorthippus apricarius		1		adulte	2	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1737	18/08/2019	6.745011	44.222438
376b	12/09/2019	GUIMIER Hubert	1478	70	5	25	0	15	ensoleille	Photo n�4551	Gomphocerus sibiricus	1	1		adulte	2		2419	12/09/2019	6.73653	44.259489
57	18/08/2019	BRAUD Yoan	1009	100	0	0	0	30	ensoleille		Chorthippus scalaris		1		adulte	 +	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1737	18/08/2019	6.745011	44.222438
57	18/08/2019	BRAUD Yoan	1009	100	0	0	0	30	ensoleille		Euchorthippus declivus		1		adulte	4	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1737	18/08/2019	6.745011	44.222438
57	18/08/2019	BRAUD Yoan	1009	100	0	0	0	30	ensoleille		Omocestus viridulus	1			adulte	 +	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1737	18/08/2019	6.745011	44.222438
57	18/08/2019	BRAUD Yoan	1009	100	0	0	0	30	ensoleille		Ephippiger terrestris	1			adulte	2	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1737	18/08/2019	6.745011	44.222438
57	18/08/2019	BRAUD Yoan	1010	90	0	0	10	10	ensoleille		Calliptamus siciliae		1		adulte	1	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1748	18/08/2019	6.743879	44.222428
57	18/08/2019	BRAUD Yoan	1010	90	0	0	10	10	ensoleille		Chorthippus scalaris	1	1		adulte	 +	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1748	18/08/2019	6.743879	44.222428
57	18/08/2019	BRAUD Yoan	1010	90	0	0	10	10	ensoleille		Euchorthippus declivus	1	1		adulte	 ++++	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1748	18/08/2019	6.743879	44.222428
57	18/08/2019	BRAUD Yoan	1010	90	0	0	10	10	ensoleille		Psophus stridulus		1		adulte	2	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1748	18/08/2019	6.743879	44.222428
57	18/08/2019	BRAUD Yoan	1010	90	0	0	10	10	ensoleille		Stenobothrus lineatus	1	1		adulte	3	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1748	18/08/2019	6.743879	44.222428
57	18/08/2019	BRAUD Yoan	1010	90	0	0	10	10	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	 +	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1748	18/08/2019	6.743879	44.222428
57	18/08/2019	BRAUD Yoan	1010	90	0	0	10	10	ensoleille		Ephippiger terrestris	1			adulte	1	Presence hors releve de Tettigonia cantans, Arcyptera fusca, Nemobius sylvestris et Anonconotus ghiliani	1748	18/08/2019	6.743879	44.222428
